run_id,action_impact,action_type,action_details,action_details_short,metric,metric_score
dc8dce44-c36c-456,prep,Add N stop words to default list,Added the following 176 stop termsi;me;my;myself;we;our;ours;ourselves;you;you're;you've;you'll;you'd;your;yours;yourself;yourselves;he;him;his;himself;she;she's;her;hers;herself;it;it's;its;itself;they;them;their;theirs;themselves;what;which;who;whom;this;that;that'll;these;those;am;is;are;was;were;be;been;being;have;has;had;having;do;does;did;doing;a;an;the;and;but;if;or;because;as;until;while;of;at;by;for;with;about;against;between;into;through;during;before;after;above;below;to;from;up;down;in;out;on;off;over;under;again;further;then;once;here;there;when;where;why;how;all;any;both;each;few;more;most;other;some;such;no;nor;not;only;own;same;so;than;too;very;s;t;can;will;just;don;don't;should;should've;now;d;ll;m;o;re;ve;y;ain;aren;aren't;couldn;couldn't;didn;didn't;doesn;doesn't;hadn;hadn't;hasn;hasn't;haven;haven't;isn;isn't;ma;mightn;mightn't;mustn;mustn't;needn;needn't;shan;shan't;shouldn;shouldn't;wasn;wasn't;weren;weren't;won;won't;wouldn;wouldn't;feiter;canadian-bas;seaway;m.w;arabia';ore/bulk/oil;eldb;owen;two-month;spiral;england';dataflex;epitop;terminal/pl;thema;otain;woolworth;thunand;tangibl;puchas;gerold;burkhard;stra.o;tbc;sdi;ecuador;mike;madison;thoma;dunkin;subject;dickey;consumpt;bradford;sterling-target;mariano;stocker;coachmen;schwatz;cop;verdal;turgut;bally';worthless;tocom;schlecht;hanburi;complaint;sasco;syacmor;embezzl;ffmc;abbrevi;santand;could;bolivia;wyse.o;tenn.-bas;shp;ffmi;shawmut;wash.;consider;mri.b;japan-bas;suppoort;naphtha;z-seven;litig;reappear;unimpress;keltic;peroxid;moengo;non-round;sino-chilean;british-mad;monom;pre-chapt;louisiana-pacif;becuas;x-ray;ought;utilco;wirebar;greed;genex;grantor;weld;shiviyacu-23;injuct;handl;balfour;inertia;solv-ex;dechamp;payrol;heavier;outdoor;gain;mote;dublin;pportfolio;cleopatra;zentralsparkass;hci;donalda;petrochem;bounti;cornwal;petroleum-bas;fonderen;craft;inabl;coin-oper;previously-propos;deregul;stipul;non-socialist;flagler;one-for-thre;dickson;d-mo.;flink;shutdown;gienow;persecut;particular;cay;legg;nearer;input;alpha;uhco;censu;lastli;prevent;bangemann;orenda;self-support;comex;factual;juke.o;beam;microtel;fhlbb;swiss-bas;puriti;dumez;buyout;pharmacia;parini;bse;market;e.c;mnr;five-and-a-half;suppli;quebec;intract;czarnikow;psi;noncitru;punish;rospatch;cream;petb.br;mark/australian;unforeseen;mega;bass-l;liven;centre-right;rebas;axe;tranch,30538e2e6090877745a98701a0fd42b9,homogeneity,0.3082955447628162
dc8dce44-c36c-456,prep,Add N stop words to default list,Added the following 176 stop termsi;me;my;myself;we;our;ours;ourselves;you;you're;you've;you'll;you'd;your;yours;yourself;yourselves;he;him;his;himself;she;she's;her;hers;herself;it;it's;its;itself;they;them;their;theirs;themselves;what;which;who;whom;this;that;that'll;these;those;am;is;are;was;were;be;been;being;have;has;had;having;do;does;did;doing;a;an;the;and;but;if;or;because;as;until;while;of;at;by;for;with;about;against;between;into;through;during;before;after;above;below;to;from;up;down;in;out;on;off;over;under;again;further;then;once;here;there;when;where;why;how;all;any;both;each;few;more;most;other;some;such;no;nor;not;only;own;same;so;than;too;very;s;t;can;will;just;don;don't;should;should've;now;d;ll;m;o;re;ve;y;ain;aren;aren't;couldn;couldn't;didn;didn't;doesn;doesn't;hadn;hadn't;hasn;hasn't;haven;haven't;isn;isn't;ma;mightn;mightn't;mustn;mustn't;needn;needn't;shan;shan't;shouldn;shouldn't;wasn;wasn't;weren;weren't;won;won't;wouldn;wouldn't;feiter;canadian-bas;seaway;m.w;arabia';ore/bulk/oil;eldb;owen;two-month;spiral;england';dataflex;epitop;terminal/pl;thema;otain;woolworth;thunand;tangibl;puchas;gerold;burkhard;stra.o;tbc;sdi;ecuador;mike;madison;thoma;dunkin;subject;dickey;consumpt;bradford;sterling-target;mariano;stocker;coachmen;schwatz;cop;verdal;turgut;bally';worthless;tocom;schlecht;hanburi;complaint;sasco;syacmor;embezzl;ffmc;abbrevi;santand;could;bolivia;wyse.o;tenn.-bas;shp;ffmi;shawmut;wash.;consider;mri.b;japan-bas;suppoort;naphtha;z-seven;litig;reappear;unimpress;keltic;peroxid;moengo;non-round;sino-chilean;british-mad;monom;pre-chapt;louisiana-pacif;becuas;x-ray;ought;utilco;wirebar;greed;genex;grantor;weld;shiviyacu-23;injuct;handl;balfour;inertia;solv-ex;dechamp;payrol;heavier;outdoor;gain;mote;dublin;pportfolio;cleopatra;zentralsparkass;hci;donalda;petrochem;bounti;cornwal;petroleum-bas;fonderen;craft;inabl;coin-oper;previously-propos;deregul;stipul;non-socialist;flagler;one-for-thre;dickson;d-mo.;flink;shutdown;gienow;persecut;particular;cay;legg;nearer;input;alpha;uhco;censu;lastli;prevent;bangemann;orenda;self-support;comex;factual;juke.o;beam;microtel;fhlbb;swiss-bas;puriti;dumez;buyout;pharmacia;parini;bse;market;e.c;mnr;five-and-a-half;suppli;quebec;intract;czarnikow;psi;noncitru;punish;rospatch;cream;petb.br;mark/australian;unforeseen;mega;bass-l;liven;centre-right;rebas;axe;tranch,30538e2e6090877745a98701a0fd42b9,completness,0.3151498129986429
dc8dce44-c36c-456,prep,Add N stop words to default list,Added the following 176 stop termsi;me;my;myself;we;our;ours;ourselves;you;you're;you've;you'll;you'd;your;yours;yourself;yourselves;he;him;his;himself;she;she's;her;hers;herself;it;it's;its;itself;they;them;their;theirs;themselves;what;which;who;whom;this;that;that'll;these;those;am;is;are;was;were;be;been;being;have;has;had;having;do;does;did;doing;a;an;the;and;but;if;or;because;as;until;while;of;at;by;for;with;about;against;between;into;through;during;before;after;above;below;to;from;up;down;in;out;on;off;over;under;again;further;then;once;here;there;when;where;why;how;all;any;both;each;few;more;most;other;some;such;no;nor;not;only;own;same;so;than;too;very;s;t;can;will;just;don;don't;should;should've;now;d;ll;m;o;re;ve;y;ain;aren;aren't;couldn;couldn't;didn;didn't;doesn;doesn't;hadn;hadn't;hasn;hasn't;haven;haven't;isn;isn't;ma;mightn;mightn't;mustn;mustn't;needn;needn't;shan;shan't;shouldn;shouldn't;wasn;wasn't;weren;weren't;won;won't;wouldn;wouldn't;feiter;canadian-bas;seaway;m.w;arabia';ore/bulk/oil;eldb;owen;two-month;spiral;england';dataflex;epitop;terminal/pl;thema;otain;woolworth;thunand;tangibl;puchas;gerold;burkhard;stra.o;tbc;sdi;ecuador;mike;madison;thoma;dunkin;subject;dickey;consumpt;bradford;sterling-target;mariano;stocker;coachmen;schwatz;cop;verdal;turgut;bally';worthless;tocom;schlecht;hanburi;complaint;sasco;syacmor;embezzl;ffmc;abbrevi;santand;could;bolivia;wyse.o;tenn.-bas;shp;ffmi;shawmut;wash.;consider;mri.b;japan-bas;suppoort;naphtha;z-seven;litig;reappear;unimpress;keltic;peroxid;moengo;non-round;sino-chilean;british-mad;monom;pre-chapt;louisiana-pacif;becuas;x-ray;ought;utilco;wirebar;greed;genex;grantor;weld;shiviyacu-23;injuct;handl;balfour;inertia;solv-ex;dechamp;payrol;heavier;outdoor;gain;mote;dublin;pportfolio;cleopatra;zentralsparkass;hci;donalda;petrochem;bounti;cornwal;petroleum-bas;fonderen;craft;inabl;coin-oper;previously-propos;deregul;stipul;non-socialist;flagler;one-for-thre;dickson;d-mo.;flink;shutdown;gienow;persecut;particular;cay;legg;nearer;input;alpha;uhco;censu;lastli;prevent;bangemann;orenda;self-support;comex;factual;juke.o;beam;microtel;fhlbb;swiss-bas;puriti;dumez;buyout;pharmacia;parini;bse;market;e.c;mnr;five-and-a-half;suppli;quebec;intract;czarnikow;psi;noncitru;punish;rospatch;cream;petb.br;mark/australian;unforeseen;mega;bass-l;liven;centre-right;rebas;axe;tranch,30538e2e6090877745a98701a0fd42b9,v_measure,0.3116850003637081
dbb70741-82ad-415,prep,Remove rare words,set min_df threshold to 0.001,6c3c3234d2a99464a5fa19b6e37d3afd,accuracy_overall,0.670098340851675
dbb70741-82ad-415,prep,Remove rare words,set min_df threshold to 0.001,6c3c3234d2a99464a5fa19b6e37d3afd,accuracy_overall_weighted,0.431877729257642
dbb70741-82ad-415,prep,Remove rare words,set min_df threshold to 0.001,6c3c3234d2a99464a5fa19b6e37d3afd,f1,0.29817232375979114
dbb70741-82ad-415,prep,Remove rare words,set min_df threshold to 0.001,6c3c3234d2a99464a5fa19b6e37d3afd,fmi,0.3197080541784411
dbb70741-82ad-415,prep,Remove rare words,set min_df threshold to 0.001,6c3c3234d2a99464a5fa19b6e37d3afd,silhouette_overall,0.01126472558573524
dbb70741-82ad-415,prep,Remove rare words,set min_df threshold to 0.001,6c3c3234d2a99464a5fa19b6e37d3afd,homogeneity,0.45298309827449434
dbb70741-82ad-415,prep,Remove rare words,set min_df threshold to 0.001,6c3c3234d2a99464a5fa19b6e37d3afd,completness,0.35925046464001015
dbb70741-82ad-415,prep,Remove rare words,set min_df threshold to 0.001,6c3c3234d2a99464a5fa19b6e37d3afd,v_measure,0.4007083576927068
ad672dc7-8894-40c,prep,Remove rare words,set min_df threshold to 0.01,cc0574416223888a3fb6a39e0b779716,accuracy_overall,0.6504589956432714
ad672dc7-8894-40c,prep,Remove rare words,set min_df threshold to 0.01,cc0574416223888a3fb6a39e0b779716,accuracy_overall_weighted,0.353056768558952
ad672dc7-8894-40c,prep,Remove rare words,set min_df threshold to 0.01,cc0574416223888a3fb6a39e0b779716,f1,0.22568807339449543
ad672dc7-8894-40c,prep,Remove rare words,set min_df threshold to 0.01,cc0574416223888a3fb6a39e0b779716,fmi,0.26643839423098414
ad672dc7-8894-40c,prep,Remove rare words,set min_df threshold to 0.01,cc0574416223888a3fb6a39e0b779716,silhouette_overall,0.03133237398967124
ad672dc7-8894-40c,prep,Remove rare words,set min_df threshold to 0.01,cc0574416223888a3fb6a39e0b779716,homogeneity,0.5242020200540745
ad672dc7-8894-40c,prep,Remove rare words,set min_df threshold to 0.01,cc0574416223888a3fb6a39e0b779716,completness,0.35927314899810203
ad672dc7-8894-40c,prep,Remove rare words,set min_df threshold to 0.01,cc0574416223888a3fb6a39e0b779716,v_measure,0.4263429625487777
9dac3b75-81fc-471,prep,Remove rare words,set min_df threshold to 0.1,8d3fd3f3ff64252400f8c85deef8cb56,accuracy_overall,0.4426748354220132
9dac3b75-81fc-471,prep,Remove rare words,set min_df threshold to 0.1,8d3fd3f3ff64252400f8c85deef8cb56,accuracy_overall_weighted,0.2060043668122271
9dac3b75-81fc-471,prep,Remove rare words,set min_df threshold to 0.1,8d3fd3f3ff64252400f8c85deef8cb56,f1,0.12660869565217392
9dac3b75-81fc-471,prep,Remove rare words,set min_df threshold to 0.1,8d3fd3f3ff64252400f8c85deef8cb56,fmi,0.20074094209793877
9dac3b75-81fc-471,prep,Remove rare words,set min_df threshold to 0.1,8d3fd3f3ff64252400f8c85deef8cb56,silhouette_overall,0.06218076646755106
9dac3b75-81fc-471,prep,Remove rare words,set min_df threshold to 0.1,8d3fd3f3ff64252400f8c85deef8cb56,homogeneity,0.43334031225541875
9dac3b75-81fc-471,prep,Remove rare words,set min_df threshold to 0.1,8d3fd3f3ff64252400f8c85deef8cb56,completness,0.24918732392025836
9dac3b75-81fc-471,prep,Remove rare words,set min_df threshold to 0.1,8d3fd3f3ff64252400f8c85deef8cb56,v_measure,0.316420631295589
e2d1efca-b87d-419,prep,Remove ubiqitous words,Set max_df threshold to 0.85,42b703786b1b06925735e51c8cf3898e,accuracy_overall,0.8277275989900148
e2d1efca-b87d-419,prep,Remove ubiqitous words,Set max_df threshold to 0.85,42b703786b1b06925735e51c8cf3898e,accuracy_overall_weighted,0.6618995633187774
e2d1efca-b87d-419,prep,Remove ubiqitous words,Set max_df threshold to 0.85,42b703786b1b06925735e51c8cf3898e,f1,0.3742584936185511
e2d1efca-b87d-419,prep,Remove ubiqitous words,Set max_df threshold to 0.85,42b703786b1b06925735e51c8cf3898e,fmi,0.3832933303899417
e2d1efca-b87d-419,prep,Remove ubiqitous words,Set max_df threshold to 0.85,42b703786b1b06925735e51c8cf3898e,silhouette_overall,0.03294217769223045
e2d1efca-b87d-419,prep,Remove ubiqitous words,Set max_df threshold to 0.85,42b703786b1b06925735e51c8cf3898e,homogeneity,0.28786318918281345
e2d1efca-b87d-419,prep,Remove ubiqitous words,Set max_df threshold to 0.85,42b703786b1b06925735e51c8cf3898e,completness,0.31906053959770403
e2d1efca-b87d-419,prep,Remove ubiqitous words,Set max_df threshold to 0.85,42b703786b1b06925735e51c8cf3898e,v_measure,0.30266005468439583
68eb7e63-56f5-43a,prep,Remove ubiqitous words,Set max_df threshold to 0.7,32690603423877c6197dfc6bea099c05,accuracy_overall,0.8277275989900148
68eb7e63-56f5-43a,prep,Remove ubiqitous words,Set max_df threshold to 0.7,32690603423877c6197dfc6bea099c05,accuracy_overall_weighted,0.6618995633187774
68eb7e63-56f5-43a,prep,Remove ubiqitous words,Set max_df threshold to 0.7,32690603423877c6197dfc6bea099c05,f1,0.3790849673202614
68eb7e63-56f5-43a,prep,Remove ubiqitous words,Set max_df threshold to 0.7,32690603423877c6197dfc6bea099c05,fmi,0.3832933303899417
68eb7e63-56f5-43a,prep,Remove ubiqitous words,Set max_df threshold to 0.7,32690603423877c6197dfc6bea099c05,silhouette_overall,0.03294217769223045
68eb7e63-56f5-43a,prep,Remove ubiqitous words,Set max_df threshold to 0.7,32690603423877c6197dfc6bea099c05,homogeneity,0.28786318918281345
68eb7e63-56f5-43a,prep,Remove ubiqitous words,Set max_df threshold to 0.7,32690603423877c6197dfc6bea099c05,completness,0.31906053959770403
68eb7e63-56f5-43a,prep,Remove ubiqitous words,Set max_df threshold to 0.7,32690603423877c6197dfc6bea099c05,v_measure,0.30266005468439583
9dfd691b-518f-45c,prep,Do not stem words,Do not stem words,9845fcbabeaa441a4775d13d67e395de,accuracy_overall,0.7846107602419059
9dfd691b-518f-45c,prep,Do not stem words,Do not stem words,9845fcbabeaa441a4775d13d67e395de,accuracy_overall_weighted,0.6798034934497819
9dfd691b-518f-45c,prep,Do not stem words,Do not stem words,9845fcbabeaa441a4775d13d67e395de,f1,0.39452054794520547
9dfd691b-518f-45c,prep,Do not stem words,Do not stem words,9845fcbabeaa441a4775d13d67e395de,fmi,0.40483264154870263
9dfd691b-518f-45c,prep,Do not stem words,Do not stem words,9845fcbabeaa441a4775d13d67e395de,silhouette_overall,0.042533041270669786
9dfd691b-518f-45c,prep,Do not stem words,Do not stem words,9845fcbabeaa441a4775d13d67e395de,homogeneity,0.28940484429349733
9dfd691b-518f-45c,prep,Do not stem words,Do not stem words,9845fcbabeaa441a4775d13d67e395de,completness,0.32397954300534376
9dfd691b-518f-45c,prep,Do not stem words,Do not stem words,9845fcbabeaa441a4775d13d67e395de,v_measure,0.30571775591040407
58266986-14d7-44d,prep,Remove documents from corpus,Retain 0.8 documents at random,e64caadbcc05e25e9f1c7142d0c769a9,accuracy_overall,0.6869695742064451
58266986-14d7-44d,prep,Remove documents from corpus,Retain 0.8 documents at random,e64caadbcc05e25e9f1c7142d0c769a9,accuracy_overall_weighted,0.5444868995633186
58266986-14d7-44d,prep,Remove documents from corpus,Retain 0.8 documents at random,e64caadbcc05e25e9f1c7142d0c769a9,f1,0.42092516347783965
58266986-14d7-44d,prep,Remove documents from corpus,Retain 0.8 documents at random,e64caadbcc05e25e9f1c7142d0c769a9,fmi,0.4218109887901543
58266986-14d7-44d,prep,Remove documents from corpus,Retain 0.8 documents at random,e64caadbcc05e25e9f1c7142d0c769a9,silhouette_overall,0.042142767365572056
58266986-14d7-44d,prep,Remove documents from corpus,Retain 0.8 documents at random,e64caadbcc05e25e9f1c7142d0c769a9,homogeneity,0.3587632392243368
58266986-14d7-44d,prep,Remove documents from corpus,Retain 0.8 documents at random,e64caadbcc05e25e9f1c7142d0c769a9,completness,0.31239489446520186
58266986-14d7-44d,prep,Remove documents from corpus,Retain 0.8 documents at random,e64caadbcc05e25e9f1c7142d0c769a9,v_measure,0.333977340449916
a8a49ec3-16f2-49c,prep,Remove documents from corpus,Retain 0.5 documents at random,26ed4081e668199fd1d887dbd5138d42,accuracy_overall,0.7807741436175608
a8a49ec3-16f2-49c,prep,Remove documents from corpus,Retain 0.5 documents at random,26ed4081e668199fd1d887dbd5138d42,accuracy_overall_weighted,0.6065502183406113
a8a49ec3-16f2-49c,prep,Remove documents from corpus,Retain 0.5 documents at random,26ed4081e668199fd1d887dbd5138d42,f1,0.3365282215122471
a8a49ec3-16f2-49c,prep,Remove documents from corpus,Retain 0.5 documents at random,26ed4081e668199fd1d887dbd5138d42,fmi,0.3339252999342611
a8a49ec3-16f2-49c,prep,Remove documents from corpus,Retain 0.5 documents at random,26ed4081e668199fd1d887dbd5138d42,silhouette_overall,0.0286295061247745
a8a49ec3-16f2-49c,prep,Remove documents from corpus,Retain 0.5 documents at random,26ed4081e668199fd1d887dbd5138d42,homogeneity,0.25763071111569297
a8a49ec3-16f2-49c,prep,Remove documents from corpus,Retain 0.5 documents at random,26ed4081e668199fd1d887dbd5138d42,completness,0.2769032310900396
a8a49ec3-16f2-49c,prep,Remove documents from corpus,Retain 0.5 documents at random,26ed4081e668199fd1d887dbd5138d42,v_measure,0.2669195375754191
d7b5594e-4442-465,model,Change LDA Number of Topics,Change LDA topic number to 90 documents,1805a3d689cd964865bcd10fe1a419bc,accuracy_overall,0.689374716801032
d7b5594e-4442-465,model,Change LDA Number of Topics,Change LDA topic number to 90 documents,1805a3d689cd964865bcd10fe1a419bc,accuracy_overall_weighted,0.6052401746724894
d7b5594e-4442-465,model,Change LDA Number of Topics,Change LDA topic number to 90 documents,1805a3d689cd964865bcd10fe1a419bc,f1,0.4484848484848485
d7b5594e-4442-465,model,Change LDA Number of Topics,Change LDA topic number to 90 documents,1805a3d689cd964865bcd10fe1a419bc,fmi,0.434415111408415
d7b5594e-4442-465,model,Change LDA Number of Topics,Change LDA topic number to 90 documents,1805a3d689cd964865bcd10fe1a419bc,silhouette_overall,0.0376357008561957
d7b5594e-4442-465,model,Change LDA Number of Topics,Change LDA topic number to 90 documents,1805a3d689cd964865bcd10fe1a419bc,homogeneity,0.3602262826908536
d7b5594e-4442-465,model,Change LDA Number of Topics,Change LDA topic number to 90 documents,1805a3d689cd964865bcd10fe1a419bc,completness,0.32190178168352984
d7b5594e-4442-465,model,Change LDA Number of Topics,Change LDA topic number to 90 documents,1805a3d689cd964865bcd10fe1a419bc,v_measure,0.33998742542215016
0a5f40e9-74da-4dd,model,Change LDA Number of Topics,Change LDA topic number to 20 documents,5f2b9c76287dc25e06d90a37641d7e75,accuracy_overall,0.9423909153868281
0a5f40e9-74da-4dd,model,Change LDA Number of Topics,Change LDA topic number to 20 documents,5f2b9c76287dc25e06d90a37641d7e75,accuracy_overall_weighted,0.772707423580786
0a5f40e9-74da-4dd,model,Change LDA Number of Topics,Change LDA topic number to 20 documents,5f2b9c76287dc25e06d90a37641d7e75,f1,0.38316357100059917
0a5f40e9-74da-4dd,model,Change LDA Number of Topics,Change LDA topic number to 20 documents,5f2b9c76287dc25e06d90a37641d7e75,fmi,0.40408075608599825
0a5f40e9-74da-4dd,model,Change LDA Number of Topics,Change LDA topic number to 20 documents,5f2b9c76287dc25e06d90a37641d7e75,silhouette_overall,0.04417408045763999
0a5f40e9-74da-4dd,model,Change LDA Number of Topics,Change LDA topic number to 20 documents,5f2b9c76287dc25e06d90a37641d7e75,homogeneity,0.21067505037346046
0a5f40e9-74da-4dd,model,Change LDA Number of Topics,Change LDA topic number to 20 documents,5f2b9c76287dc25e06d90a37641d7e75,completness,0.3687670794550909
0a5f40e9-74da-4dd,model,Change LDA Number of Topics,Change LDA topic number to 20 documents,5f2b9c76287dc25e06d90a37641d7e75,v_measure,0.2681545543236994
599b07ab-df3d-49b,metrics,Merge clusters together,Merge the following 4 clusters : 28; 24; 22; 5,cdcf0146d0860d666ae41822dfaebaeb,accuracy_overall,0.6647118924905216
599b07ab-df3d-49b,metrics,Merge clusters together,Merge the following 4 clusters : 28; 24; 22; 5,cdcf0146d0860d666ae41822dfaebaeb,accuracy_overall_weighted,0.5371179039301311
599b07ab-df3d-49b,metrics,Merge clusters together,Merge the following 4 clusters : 28; 24; 22; 5,cdcf0146d0860d666ae41822dfaebaeb,f1,0.4256314312441534
599b07ab-df3d-49b,metrics,Merge clusters together,Merge the following 4 clusters : 28; 24; 22; 5,cdcf0146d0860d666ae41822dfaebaeb,fmi,0.4324704907920566
599b07ab-df3d-49b,metrics,Merge clusters together,Merge the following 4 clusters : 28; 24; 22; 5,cdcf0146d0860d666ae41822dfaebaeb,silhouette_overall,0.04578513836613017
599b07ab-df3d-49b,metrics,Merge clusters together,Merge the following 4 clusters : 28; 24; 22; 5,cdcf0146d0860d666ae41822dfaebaeb,homogeneity,0.3361694208490394
599b07ab-df3d-49b,metrics,Merge clusters together,Merge the following 4 clusters : 28; 24; 22; 5,cdcf0146d0860d666ae41822dfaebaeb,completness,0.31385855161698867
599b07ab-df3d-49b,metrics,Merge clusters together,Merge the following 4 clusters : 28; 24; 22; 5,cdcf0146d0860d666ae41822dfaebaeb,v_measure,0.32463109895202424
f69869d8-90b4-410,metrics,Split one cluster apart,Split the following  clusters in two: 37,a968f574501aa61e0a4e2c1f6a54b2e5,accuracy_overall,0.8055145397101479
f69869d8-90b4-410,metrics,Split one cluster apart,Split the following  clusters in two: 37,a968f574501aa61e0a4e2c1f6a54b2e5,accuracy_overall_weighted,0.6493449781659391
f69869d8-90b4-410,metrics,Split one cluster apart,Split the following  clusters in two: 37,a968f574501aa61e0a4e2c1f6a54b2e5,f1,0.39236439236439236
f69869d8-90b4-410,metrics,Split one cluster apart,Split the following  clusters in two: 37,a968f574501aa61e0a4e2c1f6a54b2e5,fmi,0.3876812473435056
f69869d8-90b4-410,metrics,Split one cluster apart,Split the following  clusters in two: 37,a968f574501aa61e0a4e2c1f6a54b2e5,silhouette_overall,0.03829629455614956
f69869d8-90b4-410,metrics,Split one cluster apart,Split the following  clusters in two: 37,a968f574501aa61e0a4e2c1f6a54b2e5,homogeneity,0.2996552136293678
f69869d8-90b4-410,metrics,Split one cluster apart,Split the following  clusters in two: 37,a968f574501aa61e0a4e2c1f6a54b2e5,completness,0.32201981544470054
f69869d8-90b4-410,metrics,Split one cluster apart,Split the following  clusters in two: 37,a968f574501aa61e0a4e2c1f6a54b2e5,v_measure,0.31043523409229495
